name,info,subfolder,year
DP02_0086PE,Percent Estimate!!PLACE OF BIRTH!!Total population,DP02,2018
DP02_0086PM,Percent Margin of Error!!PLACE OF BIRTH!!Total population,DP02,2018
DP02_0087PE,Percent Estimate!!PLACE OF BIRTH!!Total population!!Native,DP02,2018
DP02_0087PM,Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native,DP02,2018
DP02_0088PE,Percent Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States,DP02,2018
DP02_0088PM,Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States,DP02,2018
DP02_0089PE,Percent Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence,DP02,2018
DP02_0089PM,Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence,DP02,2018
DP02_0090PE,Percent Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state,DP02,2018
DP02_0090PM,Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state,DP02,2018
DP02_0091PE,"Percent Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",DP02,2018
DP02_0091PM,"Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",DP02,2018
DP02_0092PE,Percent Estimate!!PLACE OF BIRTH!!Total population!!Foreign born,DP02,2018
DP02_0092PM,Percent Margin of Error!!PLACE OF BIRTH!!Total population!!Foreign born,DP02,2018
DP02_0093PE,Percent Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,DP02,2018
DP02_0093PM,Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population,DP02,2018
DP02_0094PE,Percent Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen,DP02,2018
DP02_0094PM,Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen,DP02,2018
DP02_0095PE,Percent Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,DP02,2018
DP02_0095PM,Percent Margin of Error!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,DP02,2018
DP02_0096PE,Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States,DP02,2018
DP02_0096PM,Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States,DP02,2018
DP02_0097PE,Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native,DP02,2018
DP02_0097PM,Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native,DP02,2018
DP02_0098PE,Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later,DP02,2018
DP02_0098PM,Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later,DP02,2018
DP02_0099PE,Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010,DP02,2018
DP02_0099PM,Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010,DP02,2018
DP02_0100PE,Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born,DP02,2018
DP02_0100PM,Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born,DP02,2018
DP02_0101PE,Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later,DP02,2018
DP02_0101PM,Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later,DP02,2018
DP02_0102PE,Percent Estimate!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010,DP02,2018
DP02_0102PM,Percent Margin of Error!!YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010,DP02,2018
DP02_0103PE,"Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",DP02,2018
DP02_0103PM,"Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",DP02,2018
DP02_0104PE,"Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe",DP02,2018
DP02_0104PM,"Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe",DP02,2018
DP02_0105PE,"Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia",DP02,2018
DP02_0105PM,"Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia",DP02,2018
DP02_0106PE,"Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa",DP02,2018
DP02_0106PM,"Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa",DP02,2018
DP02_0107PE,"Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania",DP02,2018
DP02_0107PM,"Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania",DP02,2018
DP02_0108PE,"Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America",DP02,2018
DP02_0108PM,"Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America",DP02,2018
DP02_0109PE,"Percent Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America",DP02,2018
DP02_0109PM,"Percent Margin of Error!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America",DP02,2018
DP02_0110PE,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,DP02,2018
DP02_0110PM,Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,DP02,2018
DP02_0111PE,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,DP02,2018
DP02_0111PM,Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,DP02,2018
DP02_0112PE,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,DP02,2018
DP02_0112PM,Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,DP02,2018
DP02_0113PE,"Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than very well""",DP02,2018
DP02_0113PM,"Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than very well""",DP02,2018
DP02_0114PE,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,DP02,2018
DP02_0114PM,Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,DP02,2018
DP02_0115PE,"Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than very well""",DP02,2018
DP02_0115PM,"Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than very well""",DP02,2018
DP02_0116PE,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,DP02,2018
DP02_0116PM,Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,DP02,2018
DP02_0117PE,"Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than very well""",DP02,2018
DP02_0117PM,"Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than very well""",DP02,2018
DP02_0118PE,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,DP02,2018
DP02_0118PM,Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,DP02,2018
DP02_0119PE,"Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than very well""",DP02,2018
DP02_0119PM,"Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than very well""",DP02,2018
DP02_0120PE,Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,DP02,2018
DP02_0120PM,Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,DP02,2018
DP02_0121PE,"Percent Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than very well""",DP02,2018
DP02_0121PM,"Percent Margin of Error!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than very well""",DP02,2018
DP02_0122PE,Percent Estimate!!ANCESTRY!!Total population,DP02,2018
DP02_0122PM,Percent Margin of Error!!ANCESTRY!!Total population,DP02,2018
DP02_0123PE,Percent Estimate!!ANCESTRY!!Total population!!American,DP02,2018
DP02_0123PM,Percent Margin of Error!!ANCESTRY!!Total population!!American,DP02,2018
DP02_0124PE,Percent Estimate!!ANCESTRY!!Total population!!Arab,DP02,2018
DP02_0124PM,Percent Margin of Error!!ANCESTRY!!Total population!!Arab,DP02,2018
DP02_0125PE,Percent Estimate!!ANCESTRY!!Total population!!Czech,DP02,2018
DP02_0125PM,Percent Margin of Error!!ANCESTRY!!Total population!!Czech,DP02,2018
DP02_0126PE,Percent Estimate!!ANCESTRY!!Total population!!Danish,DP02,2018
DP02_0126PM,Percent Margin of Error!!ANCESTRY!!Total population!!Danish,DP02,2018
DP02_0127PE,Percent Estimate!!ANCESTRY!!Total population!!Dutch,DP02,2018
DP02_0127PM,Percent Margin of Error!!ANCESTRY!!Total population!!Dutch,DP02,2018
DP02_0128PE,Percent Estimate!!ANCESTRY!!Total population!!English,DP02,2018
DP02_0128PM,Percent Margin of Error!!ANCESTRY!!Total population!!English,DP02,2018
DP02_0129PE,Percent Estimate!!ANCESTRY!!Total population!!French (except Basque),DP02,2018
DP02_0129PM,Percent Margin of Error!!ANCESTRY!!Total population!!French (except Basque),DP02,2018
DP02_0130PE,Percent Estimate!!ANCESTRY!!Total population!!French Canadian,DP02,2018
DP02_0130PM,Percent Margin of Error!!ANCESTRY!!Total population!!French Canadian,DP02,2018
DP02_0131PE,Percent Estimate!!ANCESTRY!!Total population!!German,DP02,2018
DP02_0131PM,Percent Margin of Error!!ANCESTRY!!Total population!!German,DP02,2018
DP02_0132PE,Percent Estimate!!ANCESTRY!!Total population!!Greek,DP02,2018
DP02_0132PM,Percent Margin of Error!!ANCESTRY!!Total population!!Greek,DP02,2018
DP02_0133PE,Percent Estimate!!ANCESTRY!!Total population!!Hungarian,DP02,2018
DP02_0133PM,Percent Margin of Error!!ANCESTRY!!Total population!!Hungarian,DP02,2018
DP02_0134PE,Percent Estimate!!ANCESTRY!!Total population!!Irish,DP02,2018
DP02_0134PM,Percent Margin of Error!!ANCESTRY!!Total population!!Irish,DP02,2018
DP02_0135PE,Percent Estimate!!ANCESTRY!!Total population!!Italian,DP02,2018
DP02_0135PM,Percent Margin of Error!!ANCESTRY!!Total population!!Italian,DP02,2018
DP02_0136PE,Percent Estimate!!ANCESTRY!!Total population!!Lithuanian,DP02,2018
DP02_0136PM,Percent Margin of Error!!ANCESTRY!!Total population!!Lithuanian,DP02,2018
DP02_0137PE,Percent Estimate!!ANCESTRY!!Total population!!Norwegian,DP02,2018
DP02_0137PM,Percent Margin of Error!!ANCESTRY!!Total population!!Norwegian,DP02,2018
DP02_0138PE,Percent Estimate!!ANCESTRY!!Total population!!Polish,DP02,2018
DP02_0138PM,Percent Margin of Error!!ANCESTRY!!Total population!!Polish,DP02,2018
DP02_0139PE,Percent Estimate!!ANCESTRY!!Total population!!Portuguese,DP02,2018
DP02_0139PM,Percent Margin of Error!!ANCESTRY!!Total population!!Portuguese,DP02,2018
DP02_0140PE,Percent Estimate!!ANCESTRY!!Total population!!Russian,DP02,2018
DP02_0140PM,Percent Margin of Error!!ANCESTRY!!Total population!!Russian,DP02,2018
DP02_0141PE,Percent Estimate!!ANCESTRY!!Total population!!Scotch-Irish,DP02,2018
DP02_0141PM,Percent Margin of Error!!ANCESTRY!!Total population!!Scotch-Irish,DP02,2018
DP02_0142PE,Percent Estimate!!ANCESTRY!!Total population!!Scottish,DP02,2018
DP02_0142PM,Percent Margin of Error!!ANCESTRY!!Total population!!Scottish,DP02,2018
DP02_0143PE,Percent Estimate!!ANCESTRY!!Total population!!Slovak,DP02,2018
DP02_0143PM,Percent Margin of Error!!ANCESTRY!!Total population!!Slovak,DP02,2018
DP02_0144PE,Percent Estimate!!ANCESTRY!!Total population!!Subsaharan African,DP02,2018
DP02_0144PM,Percent Margin of Error!!ANCESTRY!!Total population!!Subsaharan African,DP02,2018
DP02_0145PE,Percent Estimate!!ANCESTRY!!Total population!!Swedish,DP02,2018
DP02_0145PM,Percent Margin of Error!!ANCESTRY!!Total population!!Swedish,DP02,2018
DP02_0146PE,Percent Estimate!!ANCESTRY!!Total population!!Swiss,DP02,2018
DP02_0146PM,Percent Margin of Error!!ANCESTRY!!Total population!!Swiss,DP02,2018
DP02_0147PE,Percent Estimate!!ANCESTRY!!Total population!!Ukrainian,DP02,2018
DP02_0147PM,Percent Margin of Error!!ANCESTRY!!Total population!!Ukrainian,DP02,2018
DP02_0148PE,Percent Estimate!!ANCESTRY!!Total population!!Welsh,DP02,2018
DP02_0148PM,Percent Margin of Error!!ANCESTRY!!Total population!!Welsh,DP02,2018
DP02_0149PE,Percent Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups),DP02,2018
DP02_0149PM,Percent Margin of Error!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups),DP02,2018
DP02_0150PE,Percent Estimate!!COMPUTERS AND INTERNET USE!!Total households,DP02,2018
DP02_0150PM,Percent Margin of Error!!COMPUTERS AND INTERNET USE!!Total households,DP02,2018
DP02_0151PE,Percent Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a computer,DP02,2018
DP02_0151PM,Percent Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a computer,DP02,2018
DP02_0152PE,Percent Estimate!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription,DP02,2018
DP02_0152PM,Percent Margin of Error!!COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription,DP02,2018
NA,NA,DP02,2018
DP02_0001E,Estimate!!HOUSEHOLDS BY TYPE!!Total households,DP02,2019
DP02_0001M,Margin of Error!!HOUSEHOLDS BY TYPE!!Total households,DP02,2019
DP02_0002E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family,DP02,2019
DP02_0002M,Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family,DP02,2019
DP02_0003E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years,DP02,2019
DP02_0003M,Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years,DP02,2019
DP02_0004E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household,DP02,2019
DP02_0004M,Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household,DP02,2019
DP02_0005E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years,DP02,2019
DP02_0005M,Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years,DP02,2019
DP02_0006E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present",DP02,2019
DP02_0006M,"Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present",DP02,2019
DP02_0007E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years",DP02,2019
DP02_0007M,"Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years",DP02,2019
DP02_0008E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone",DP02,2019
DP02_0008M,"Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone",DP02,2019
DP02_0009E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over",DP02,2019
DP02_0009M,"Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over",DP02,2019
DP02_0010E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present",DP02,2019
DP02_0010M,"Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present",DP02,2019
DP02_0011E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years",DP02,2019
DP02_0011M,"Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years",DP02,2019
DP02_0012E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone",DP02,2019
DP02_0012M,"Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone",DP02,2019
DP02_0013E,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over",DP02,2019
DP02_0013M,"Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over",DP02,2019
DP02_0014E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,DP02,2019
DP02_0014M,Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,DP02,2019
DP02_0015E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,DP02,2019
DP02_0015M,Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,DP02,2019
DP02_0016E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,DP02,2019
DP02_0016M,Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,DP02,2019
DP02_0017E,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,DP02,2019
DP02_0017M,Margin of Error!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,DP02,2019
DP02_0018E,Estimate!!RELATIONSHIP!!Population in households,DP02,2019
DP02_0018M,Margin of Error!!RELATIONSHIP!!Population in households,DP02,2019
DP02_0019E,Estimate!!RELATIONSHIP!!Population in households!!Householder,DP02,2019
DP02_0019M,Margin of Error!!RELATIONSHIP!!Population in households!!Householder,DP02,2019
DP02_0020E,Estimate!!RELATIONSHIP!!Population in households!!Spouse,DP02,2019
DP02_0020M,Margin of Error!!RELATIONSHIP!!Population in households!!Spouse,DP02,2019
DP02_0021E,Estimate!!RELATIONSHIP!!Population in households!!Unmarried partner,DP02,2019
DP02_0021M,Margin of Error!!RELATIONSHIP!!Population in households!!Unmarried partner,DP02,2019
DP02_0022E,Estimate!!RELATIONSHIP!!Population in households!!Child,DP02,2019
DP02_0022M,Margin of Error!!RELATIONSHIP!!Population in households!!Child,DP02,2019
DP02_0023E,Estimate!!RELATIONSHIP!!Population in households!!Other relatives,DP02,2019
DP02_0023M,Margin of Error!!RELATIONSHIP!!Population in households!!Other relatives,DP02,2019
DP02_0024E,Estimate!!RELATIONSHIP!!Population in households!!Other nonrelatives,DP02,2019
DP02_0024M,Margin of Error!!RELATIONSHIP!!Population in households!!Other nonrelatives,DP02,2019
DP02_0025E,Estimate!!MARITAL STATUS!!Males 15 years and over,DP02,2019
DP02_0025M,Margin of Error!!MARITAL STATUS!!Males 15 years and over,DP02,2019
DP02_0026E,Estimate!!MARITAL STATUS!!Males 15 years and over!!Never married,DP02,2019
DP02_0026M,Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Never married,DP02,2019
DP02_0027E,"Estimate!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated",DP02,2019
DP02_0027M,"Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Now married, except separated",DP02,2019
DP02_0028E,Estimate!!MARITAL STATUS!!Males 15 years and over!!Separated,DP02,2019
DP02_0028M,Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Separated,DP02,2019
DP02_0029E,Estimate!!MARITAL STATUS!!Males 15 years and over!!Widowed,DP02,2019
DP02_0029M,Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Widowed,DP02,2019
DP02_0030E,Estimate!!MARITAL STATUS!!Males 15 years and over!!Divorced,DP02,2019
DP02_0030M,Margin of Error!!MARITAL STATUS!!Males 15 years and over!!Divorced,DP02,2019
DP02_0031E,Estimate!!MARITAL STATUS!!Females 15 years and over,DP02,2019
DP02_0031M,Margin of Error!!MARITAL STATUS!!Females 15 years and over,DP02,2019
DP02_0032E,Estimate!!MARITAL STATUS!!Females 15 years and over!!Never married,DP02,2019
DP02_0032M,Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Never married,DP02,2019
DP02_0033E,"Estimate!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",DP02,2019
DP02_0033M,"Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",DP02,2019
DP02_0034E,Estimate!!MARITAL STATUS!!Females 15 years and over!!Separated,DP02,2019
DP02_0034M,Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Separated,DP02,2019
DP02_0035E,Estimate!!MARITAL STATUS!!Females 15 years and over!!Widowed,DP02,2019
DP02_0035M,Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Widowed,DP02,2019
DP02_0036E,Estimate!!MARITAL STATUS!!Females 15 years and over!!Divorced,DP02,2019
DP02_0036M,Margin of Error!!MARITAL STATUS!!Females 15 years and over!!Divorced,DP02,2019
DP02_0037E,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,DP02,2019
DP02_0037M,Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,DP02,2019
DP02_0038E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)",DP02,2019
DP02_0038M,"Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)",DP02,2019
DP02_0039E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",DP02,2019
DP02_0039M,"Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",DP02,2019
DP02_0040E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old",DP02,2019
DP02_0040M,"Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old",DP02,2019
DP02_0041E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old",DP02,2019
DP02_0041M,"Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old",DP02,2019
DP02_0042E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old",DP02,2019
DP02_0042M,"Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old",DP02,2019
DP02_0043E,"Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old",DP02,2019
DP02_0043M,"Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old",DP02,2019
DP02_0044E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,DP02,2019
DP02_0044M,Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,DP02,2019
DP02_0045E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,DP02,2019
DP02_0045M,Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,DP02,2019
DP02_0046E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,DP02,2019
DP02_0046M,Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,DP02,2019
DP02_0047E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,DP02,2019
DP02_0047M,Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,DP02,2019
DP02_0048E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,DP02,2019
DP02_0048M,Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,DP02,2019
DP02_0049E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,DP02,2019
DP02_0049M,Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,DP02,2019
DP02_0050E,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,DP02,2019
DP02_0050M,Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,DP02,2019
DP02_0051E,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,DP02,2019
DP02_0051M,Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,DP02,2019
DP02_0052E,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,DP02,2019
DP02_0052M,Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,DP02,2019
DP02_0053E,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,DP02,2019
DP02_0053M,Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,DP02,2019
DP02_0054E,"Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",DP02,2019
DP02_0054M,"Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",DP02,2019
DP02_0055E,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,DP02,2019
